task_id,t1,t2,t5,response_ms,db_time_ms,non_db_time_ms,deadline_hit,buffer_depth,in_burst
61,30000,30004.52372023715,30004.52372023715,4.523720237149973,0,4.523720237149973,True,1,False
62,30500,30504.264070591445,30504.264070591445,4.264070591445488,0,4.264070591445488,True,2,False
63,31000,31004.513591284496,31004.513591284496,4.513591284496215,0,4.513591284496215,True,3,False
64,31500,31505.818182673356,31505.818182673356,5.818182673356205,0,5.818182673356205,True,4,False
65,32000,32005.828380940515,32005.828380940515,5.828380940514762,0,5.828380940514762,True,5,False
66,32500,32504.292831733062,32504.292831733062,4.292831733062485,0,4.292831733062485,True,6,False
67,33000,33005.813304699856,33005.813304699856,5.813304699855507,0,5.813304699855507,True,7,False
68,33500,33504.29481861241,33504.29481861241,4.2948186124122,0,4.2948186124122,True,8,False
69,34000,34004.562232121156,34004.562232121156,4.56223212115583,0,4.56223212115583,True,9,False
70,34500,34505.42459949561,34505.42459949561,5.424599495607254,0,5.424599495607254,True,10,False
71,35000,35004.799271053664,35004.799271053664,4.799271053663688,0,4.799271053663688,True,1,False
72,35500,35505.15025290072,35505.15025290072,5.150252900719352,0,5.150252900719352,True,2,False
73,36000,36004.14447543074,36004.14447543074,4.144475430737657,0,4.144475430737657,True,3,False
74,36500,36505.01881762216,36505.01881762216,5.018817622163624,0,5.018817622163624,True,4,False
75,37000,37004.68246659727,37004.68246659727,4.682466597267194,0,4.682466597267194,True,5,False
76,37500,37505.88085460652,37505.88085460652,5.880854606519279,0,5.880854606519279,True,6,False
77,38000,38004.86359778632,38004.86359778632,4.863597786323226,0,4.863597786323226,True,7,False
78,38500,38505.93397562186,38505.93397562186,5.933975621861464,0,5.933975621861464,True,8,False
79,39000,39005.05323395037,39005.05323395037,5.0532339503697585,0,5.0532339503697585,True,9,False
80,39500,39504.89337727096,39504.89337727096,4.893377270956989,0,4.893377270956989,True,10,False
81,40000,40004.85761365621,40004.85761365621,4.85761365621147,0,4.85761365621147,True,1,False
82,40500,40504.300541395285,40504.300541395285,4.300541395285109,0,4.300541395285109,True,2,False
83,41000,41004.61783542174,41004.61783542174,4.617835421740892,0,4.617835421740892,True,3,False
84,41500,41505.23763408507,41505.23763408507,5.237634085067839,0,5.237634085067839,True,4,False
85,42000,42005.64307227118,42005.64307227118,5.643072271181154,0,5.643072271181154,True,5,False
86,42500,42505.99142695088,42505.99142695088,5.99142695088085,0,5.99142695088085,True,6,False
87,43000,43005.014095435414,43005.014095435414,5.014095435413765,0,5.014095435413765,True,7,False
88,43500,43505.84379245849,43505.84379245849,5.84379245848686,0,5.84379245848686,True,8,False
89,44000,44004.96560375614,44004.96560375614,4.965603756143537,0,4.965603756143537,True,9,False
90,44500,44504.657256140956,44504.657256140956,4.657256140955724,0,4.657256140955724,True,10,False
91,45000,45005.37405280644,45005.37405280644,5.374052806437248,0,5.374052806437248,True,1,False
92,45500,45505.49103466725,45505.49103466725,5.491034667247732,0,5.491034667247732,True,2,False
93,46000,46005.869086133454,46005.869086133454,5.869086133454402,0,5.869086133454402,True,3,False
94,46500,46505.8996034417,46505.8996034417,5.899603441699583,0,5.899603441699583,True,4,False
95,47000,47004.02664347191,47004.02664347191,4.026643471908756,0,4.026643471908756,True,5,False
96,47500,47505.26144073278,47505.26144073278,5.261440732778283,0,5.261440732778283,True,6,False
97,48000,48005.34626655159,48005.34626655159,5.346266551590816,0,5.346266551590816,True,7,False
98,48500,48505.50561416505,48505.50561416505,5.505614165049337,0,5.505614165049337,True,8,False
99,49000,49005.55465114857,49005.55465114857,5.554651148573612,0,5.554651148573612,True,9,False
100,49500,49504.50146591371,49504.50146591371,4.501465913708671,0,4.501465913708671,True,10,False
101,50000,50005.0153258499,50005.0153258499,5.015325849897636,0,5.015325849897636,True,1,False
102,50500,50505.28061016944,50505.28061016944,5.280610169436841,0,5.280610169436841,True,2,False
103,51000,51004.5511120875,51004.5511120875,4.551112087501679,0,4.551112087501679,True,3,False
104,51500,51505.00065529959,51505.00065529959,5.000655299591017,0,5.000655299591017,True,4,False
105,52000,52005.99205006911,52005.99205006911,5.9920500691077905,0,5.9920500691077905,True,5,False
106,52500,52504.172371725974,52504.172371725974,4.17237172597379,0,4.17237172597379,True,6,False
107,53000,53004.83086190642,53004.83086190642,4.830861906419159,0,4.830861906419159,True,7,False
108,53500,53504.5889396684,53504.5889396684,4.588939668399689,0,4.588939668399689,True,8,False
109,54000,54004.405562864915,54004.405562864915,4.4055628649148275,0,4.4055628649148275,True,9,False
110,54500,54505.8312547525,54505.8312547525,5.831254752498353,0,5.831254752498353,True,10,False
111,55000,55005.20774735702,55005.20774735702,5.20774735701707,0,5.20774735701707,True,1,False
112,55500,55505.70915580635,55505.70915580635,5.709155806347553,0,5.709155806347553,True,2,False
113,56000,56004.76733990356,56004.76733990356,4.76733990356297,0,4.76733990356297,True,3,False
114,56500,56504.76422664508,56504.76422664508,4.764226645078452,0,4.764226645078452,True,4,False
115,57000,57005.157782460534,57005.157782460534,5.157782460533781,0,5.157782460533781,True,5,False
116,57500,57505.21414856939,57505.21414856939,5.214148569386452,0,5.214148569386452,True,6,False
117,58000,58005.491562657924,58005.491562657924,5.491562657924078,0,5.491562657924078,True,7,False
118,58500,58504.32628728339,58504.32628728339,4.326287283387501,0,4.326287283387501,True,8,False
119,59000,59004.25092946955,59004.25092946955,4.250929469548282,0,4.250929469548282,True,9,False
120,59500,59504.33085290709,59504.33085290709,4.330852907092776,0,4.330852907092776,True,10,False
